job_id,client_name,client_email,job_value,job_type,job_date,status,assigned_to
976,Hardy-Webb,longjoseph@baker-hill.com,952,Maintenance,2026-01-27,Cancelled,Amanda Wilson
977,Johnson-Griffin,hrandolph@smith.net,864,Consulting,2025-03-03,Completed,Victoria Smith
978,Diaz Ltd,bondalan@moore.net,1293,Maintenance,2026-02-21,Completed,Lori Peterson
979,Mitchell-Russell,michael48@singh.com,2958,Consulting,2025-02-23,Completed,Justin Rivera
980,Allen Ltd,anna98@barron.info,4107,Design,2025-06-12,Completed,Paul White
981,Patterson-Gutierrez,ashleyromero@moore-boyle.info,3675,Maintenance,2025-06-13,Pending,Dale Edwards
982,Kelly LLC,richard97@fuller-stewart.com,3800,Maintenance,2025-04-13,Completed,Alyssa Reeves
983,Allen Ltd,brookebender@spencer-parker.com,712,Development,2026-02-19,Completed,Gary Harrington
984,"Barnes, Villarreal and Brady",smithshawna@bridges.com,1249,Consulting,2025-02-09,Completed,Denise Evans
985,Ellis-Avila,goulddana@diaz.com,3116,Design,2026-01-19,Completed,Brittany Owens
986,"Mcknight, Brown and Black",amy19@bass-rose.info,4293,Consulting,2026-01-18,Completed,Nicholas Rodriguez
987,Fields-Stewart,hokathryn@chapman.com,4014,Maintenance,2025-10-10,Completed,Melissa Brown
988,Sullivan-Huff,hswanson@jones.info,680,Consulting,2025-10-31,Pending,Roger Lee
989,"Pollard, Church and Mitchell",theresarodriguez@riley.com,2526,Consulting,2025-09-19,Completed,Elizabeth Mayo
990,Martinez-Shannon,brittany64@silva-acevedo.biz,3236,Design,2025-10-08,Pending,Yvette Chen
991,"Huff, Nguyen and Wright",rcarter@shaw-padilla.com,695,Development,2025-04-09,Completed,Louis Burns
992,Neal-Molina,hoovervictor@alexander-petersen.net,416,Maintenance,2025-12-07,Cancelled,Adam Anderson
993,"Lozano, Ortiz and Gillespie",bgreen@ellis-davidson.com,4459,Design,2025-05-19,Completed,Scott Bradford
994,Lyons PLC,pward@cain-jones.info,3426,Maintenance,2025-04-08,Pending,Deborah Stewart
995,Aguilar-Lynn,brianjackson@hodge.com,2817,Consulting,2025-04-04,Pending,Leslie Mills
996,Chambers-Bass,dayala@doyle-riggs.com,4273,Design,2025-11-19,Completed,Melanie Pena
997,Bradley PLC,richard67@lucas.com,4629,Development,2025-04-07,Completed,Eric Stewart
998,West PLC,jared23@weber-estrada.com,1221,Maintenance,2025-10-07,Pending,Jason Gonzales
999,Perkins-Roy,xsmith@jones.biz,4457,Design,2025-07-13,Completed,Kenneth Hernandez
1000,Morgan-Lee,hoovermorgan@allen-moore.net,4415,Development,2025-01-28,Completed,Kelly Smith
1001,Hughes Ltd,phebert@young.com,400,Development,2025-12-07,Pending,John Patton
1002,Henry-Hicks,gabriellesawyer@camacho-simmons.com,2170,Maintenance,2026-01-03,Completed,Mark Meyer
1003,"Mckinney, Hernandez and Stevenson",dustin00@payne.com,2692,Design,2025-06-17,Completed,Jason Brewer
1004,"Bryan, Galloway and Li",janice46@cox-anderson.net,673,Maintenance,2025-10-06,Pending,Tony Smith
1005,Meyers Group,francisburgess@martin.info,3354,Maintenance,2025-07-31,Completed,Robert Lewis
1006,Lozano LLC,sherry88@martinez-jordan.com,1302,Development,2025-08-01,Completed,John Mcmillan
1007,Gomez-Hardy,harold64@mendoza.com,1147,Design,2025-08-21,Completed,Samuel Reyes
1008,Myers and Sons,michelle44@lee-short.net,448,Consulting,2026-01-17,Completed,Pamela Norton
1009,Olson-Estes,sanchezrandall@wright-hunter.biz,2070,Development,2025-02-23,Completed,Valerie Heath
1010,Mccoy-Hernandez,michealchung@bonilla-hardin.com,2336,Maintenance,2026-02-04,Completed,Sierra Martinez
1011,Cameron and Sons,doylejennifer@acosta-gonzalez.org,1273,Maintenance,2025-08-25,Completed,Kimberly Johnson
1012,Jensen-Chavez,barrettedward@garcia.com,811,Development,2025-07-26,Completed,David Keith
1013,Coffey Group,coxmiguel@watson.com,1937,Development,2025-02-05,Completed,Joshua Brown
1014,Dalton PLC,uwilson@rodriguez.com,1385,Development,2025-01-01,Completed,Colin Ellis
1015,Smith and Sons,barbarachavez@murphy-carr.com,4628,Development,2025-10-01,Completed,Jessica Hardy
1016,Michael Ltd,benjamin34@powers.com,913,Design,2025-11-15,Completed,Roberto Jackson
1017,Myers-Gutierrez,fernandezbrenda@murray.net,4908,Design,2025-03-08,Completed,James Ford
1018,Patton-Daniel,carlos08@peters-coleman.info,4303,Maintenance,2025-10-09,Completed,Sara Roy
1019,Gordon Ltd,erinpowell@keller.biz,3655,Maintenance,2026-01-01,Completed,Juan Cook
1020,Jennings-Rose,rcooper@romero.org,1966,Development,2025-02-17,Completed,Crystal Harvey
1021,Conner Group,figueroaeric@powers.com,1869,Design,2025-05-26,Completed,Renee Hart
1022,"King, Barnett and Phillips",timothy09@hall-good.com,4059,Design,2025-04-03,Completed,Denise Navarro
1023,Watkins LLC,amanda86@callahan.net,4553,Consulting,2025-02-22,Completed,Barbara Brown
1024,Fischer-Olson,jason33@cervantes.org,624,Consulting,2025-12-10,Completed,Michelle Melton
1025,"Perez, Myers and Woods",stephanierusso@carpenter-mcgrath.com,4739,Consulting,2026-02-13,Completed,Thomas Lawrence
1026,Anderson-Harris,michellereyes@lewis.biz,3088,Consulting,2025-06-08,Completed,David Marks
1027,Guerra-Moran,bakerbruce@diaz.net,588,Development,2025-08-24,Pending,Philip Wall
1028,Fields Ltd,romerobrian@li-rose.net,762,Consulting,2025-03-12,Pending,Victor Hunt
1029,Andrews-Ayers,smiththomas@rodriguez.info,1660,Development,2025-02-11,Completed,Michael Moran
1030,Norton PLC,xmorrison@ellis-johnson.com,2676,Development,2025-10-10,Completed,Lindsey Garrison
1031,Torres Group,vpage@duran.com,3725,Development,2025-06-23,Completed,Seth Rivera
1032,Barker and Sons,millermary@ray.com,1335,Design,2025-03-16,Completed,Wendy Miller
1033,Chen-Warren,carlykim@barajas-hughes.net,4776,Development,2025-03-25,Completed,Tina Barnes
1034,Garcia-Anderson,allen97@sanchez.com,1736,Development,2025-02-09,Completed,Willie Martinez
1035,Garcia Group,ngould@palmer-ramos.com,698,Maintenance,2025-05-26,Completed,Laura Young
1036,George Group,kimberlyclayton@lane.com,2201,Development,2025-02-27,Cancelled,Wayne Riley
1037,Pennington Group,joejimenez@watson.com,2880,Maintenance,2025-10-09,Completed,Vincent Orr
1038,"Brown, Cruz and Weeks",brownbrian@hall.com,3896,Development,2025-08-22,Completed,Christopher Brock
1039,Johnson Inc,bfriedman@jones.org,3841,Development,2025-08-08,Completed,Kevin Hopkins
1040,Wagner Group,lisagraham@jackson-gray.biz,905,Development,2025-07-16,Completed,Laura Hinton
1041,Lee Inc,keyandrea@brock-kane.com,1619,Development,2025-10-12,Completed,Kimberly Turner
1042,Hall Group,wfoster@lopez.info,234,Maintenance,2025-02-02,Completed,Carol Bush
1043,Mcguire-Harmon,terri32@harrison.info,1572,Maintenance,2025-05-23,Completed,Chloe Herrera
1044,"Johnson, Cooper and Gray",brenttran@brooks-williams.com,3004,Development,2025-08-09,Completed,Jesse Rodriguez
1045,"Soto, Moore and Kelly",alester@hughes.info,216,Development,2025-12-30,Completed,Karen Smith MD
1046,"Boyd, Davis and Hill",chris57@gregory-powell.com,129,Consulting,2025-05-31,Cancelled,Dawn Newman
1047,"Booker, Mcgee and Petty",iestrada@jordan.com,2450,Maintenance,2025-05-06,Completed,Max Gibbs
1048,"Jones, Perez and Jensen",wallen@anderson-crosby.com,4037,Design,2026-01-07,Completed,Sarah Graves
1049,Harris PLC,warneralexander@butler.biz,1686,Consulting,2025-04-26,Pending,Pam Holland
1050,Simmons and Sons,alvarezkyle@cantu.com,2900,Design,2025-11-10,Pending,Gregory Gray
1051,Vega-Cunningham,bmorales@moore.org,4669,Design,2025-11-28,Completed,Danielle Becker
1052,"Flores, Richardson and Daniel",fsmith@perkins.com,3047,Consulting,2025-01-02,Completed,Perry Gonzalez Jr.
1053,"Wang, Allen and Martinez",bsanchez@williams.com,4536,Development,2025-03-21,Pending,Colton Garcia
1054,Turner-Skinner,thompsonvirginia@francis-taylor.com,2235,Development,2025-05-06,Completed,Elizabeth Dominguez
1055,Burke-Drake,robingordon@schmitt-rojas.com,1141,Development,2025-02-12,Completed,Erin Cook
1056,"Thompson, Jordan and Jacobs",michaeldominguez@clark-smith.com,1127,Design,2025-04-02,Cancelled,Michelle Miller
1057,Bishop-Lester,elizabeth30@medina-miller.com,3843,Maintenance,2026-01-25,Completed,Marc Morris
1058,Walters-Jennings,heather35@gomez.org,1597,Consulting,2025-04-08,Pending,Logan Alexander
1059,"Vaughan, Thomas and Dudley",zchristensen@johnson.com,4685,Design,2025-10-30,Completed,Kevin Turner
1060,"Carpenter, Nelson and Reid",brookskevin@watkins-horton.com,3048,Consulting,2025-11-19,Completed,Tina Barnes
1061,Chavez-Jensen,tgoodman@carlson.com,2095,Development,2025-05-27,Completed,Dawn Cruz
1062,"Henderson, Diaz and Winters",jonmurphy@mcdaniel-williams.com,1631,Design,2025-11-13,Pending,Elizabeth Peck
1063,"Brown, Travis and Marshall",jgonzalez@morales-williams.biz,2117,Development,2025-09-01,Completed,Bonnie Woods
1064,Ortega Inc,richardwolf@white.com,261,Consulting,2025-10-15,Completed,Steven Gonzales
1065,"Rogers, Mclaughlin and Jacobs",yschultz@cardenas.com,3379,Maintenance,2025-10-29,Completed,Robert Roman
1066,"White, Guerra and Castillo",lamberica@wise.org,617,Design,2025-04-27,Completed,Denise Anderson
1067,Taylor LLC,jbradford@martin.info,514,Design,2025-04-04,Completed,Christine Bender
1068,Cruz and Sons,aspencer@berg-hull.com,4014,Development,2025-04-03,Completed,Steven Fernandez
1069,Mccarthy-Fletcher,tgarcia@davila-cunningham.net,3649,Consulting,2026-01-14,Completed,Taylor Chen
1070,"Evans, Brennan and Cook",qgallagher@duncan-bell.com,4639,Development,2025-04-25,Completed,Russell Serrano
1071,Green-Brown,elizabeth72@alexander.org,3228,Development,2025-08-18,Completed,Lauren Collins
1072,Bradford-May,moralescourtney@campbell.com,4629,Design,2025-04-24,Completed,Justin Wagner
1073,Schmidt-Hale,janetperez@glover.com,4074,Maintenance,2025-09-10,Completed,Carol Page
1074,"Monroe, Hicks and Gross",rlopez@phillips.info,2586,Design,2025-06-07,Completed,Jeffrey Lewis
1075,Hart PLC,mullinsvickie@turner-guzman.com,2619,Maintenance,2025-11-26,Pending,John Anderson
1076,"Rosario, Pollard and Rogers",vhowell@bradford-johnson.info,2621,Consulting,2025-07-24,Pending,Steven Adams
1077,"Case, White and Peterson",ashleywilliams@espinoza.biz,2590,Development,2025-07-31,Completed,Susan Green
1078,Nunez-Martin,williamjackson@brown.com,4669,Development,2025-06-25,Completed,Terri Matthews
1079,Gill-Stewart,hernandezheather@johnson-mcgrath.org,1445,Consulting,2025-09-26,Completed,Heather Chapman
1080,Miller and Sons,tjimenez@taylor.info,4937,Development,2025-10-02,Completed,Henry Boyer
1081,Floyd LLC,fischerkatherine@jordan.com,2896,Maintenance,2025-07-02,Completed,Megan Rodriguez
1082,"Baker, Valdez and Bell",courtney05@wallace-jones.com,603,Design,2025-03-29,Cancelled,Jamie Phillips
1083,Jackson Ltd,selena29@arroyo-cortez.info,4611,Consulting,2025-06-28,Completed,Maria Carson
1084,Cook-Grant,iwilliams@oneal.biz,747,Maintenance,2025-09-04,Completed,Shelby Bruce
1085,Jones-Ellison,jennycastro@ingram.net,389,Development,2025-06-20,Completed,Amber Davis
1086,"Murphy, Rowe and Joyce",taylor16@schmidt.com,845,Design,2025-12-07,Completed,Madison Nguyen
1087,Jensen-Copeland,wtran@singh-randall.com,2610,Consulting,2025-07-17,Completed,Nicholas Montgomery
1088,Morales-Lyons,bishopanthony@santiago.com,3650,Consulting,2026-01-25,Completed,James Williams
1089,Rivera-Martin,dustinwilliams@johnson.com,4984,Development,2025-07-30,Completed,Lynn Vazquez
1090,Silva LLC,garciacarrie@jennings.net,2757,Development,2025-12-11,Completed,Anthony Rivera
1091,Davis Group,cwilliams@dunn.info,4788,Design,2026-01-01,Completed,Tammy Baker
1092,"Perez, Martinez and Cortez",iturner@hernandez.com,1983,Design,2026-01-18,Completed,Matthew Wong
1093,Mcpherson-Cantu,pmcbride@lawson.com,4072,Consulting,2025-02-13,Completed,Donald Armstrong
1094,Parsons-Watts,melissa26@reynolds.com,4643,Development,2025-11-27,Completed,Adam Ramos
1095,Lopez Ltd,sberger@vaughn.com,1313,Consulting,2025-03-12,Cancelled,Bryce Mcdaniel
1096,Mason and Sons,gloria32@baker-mcknight.com,3551,Maintenance,2025-07-10,Cancelled,Jessica Washington
1097,Mcdonald Inc,mclark@fritz.com,2386,Development,2025-02-24,Completed,Tyler Blackwell
1098,Lee Ltd,tapianorma@conner.com,2173,Maintenance,2025-08-07,Completed,Kimberly Paul
1099,"Allen, Dunn and Clark",claudiaroberts@rodriguez-jacobs.biz,2859,Design,2025-11-10,Cancelled,Arthur Lopez
1100,Ferguson-Phillips,tamara82@cummings.com,3772,Consulting,2025-11-04,Completed,Paula Abbott
1101,"Castaneda, King and Marshall",jacqueline74@lee.info,912,Consulting,2025-09-30,Completed,Kelly Moreno
1102,Griffith LLC,sandra08@melendez.com,3061,Development,2026-02-04,Completed,Christine Johnson
1103,Martin-Haas,jbeck@brown-guerra.com,3812,Development,2025-12-22,Completed,Keith Fitzgerald
1104,Bowers LLC,eherrera@farmer.com,1085,Consulting,2025-11-13,Completed,Kyle Gonzalez
1105,"Ross, Sanford and Shaw",mwilliams@martin.com,4492,Consulting,2025-10-02,Completed,David Bailey
1106,Alvarado Inc,nthompson@mcdonald.com,4802,Consulting,2025-01-27,Pending,William Ingram
1107,Johnson-Davis,mistysantiago@griffin-guerrero.com,1156,Design,2026-01-11,Pending,Elizabeth Rice
1108,Stout and Sons,tsimmons@bennett.com,3191,Development,2025-06-17,Completed,Tyler Lee
1109,Roberson Inc,smithcarolyn@bailey.com,2166,Consulting,2026-01-31,Pending,Laura Pierce
1110,"Obrien, May and Nixon",gtaylor@newton.com,883,Development,2025-11-17,Completed,Donald Anderson
1111,"Krueger, Nelson and Phillips",kaylaclark@edwards-higgins.com,2531,Maintenance,2025-03-25,Completed,Keith Ramirez
1112,Rodriguez-Patterson,hgraham@villanueva.com,1842,Design,2025-05-16,Pending,Kelsey Lee
1113,Paul-West,snyderamber@hernandez-robinson.com,1831,Maintenance,2025-11-03,Cancelled,Shawn Mcintyre
1114,West-Robinson,savannah72@gonzalez.net,1119,Development,2025-05-20,Completed,Jennifer Chapman
1115,Hernandez Group,rossshawn@wilson.com,4509,Maintenance,2025-11-11,Pending,Jacob Sweeney
1116,Bush-Best,ocobb@richardson.biz,1999,Maintenance,2025-04-05,Completed,Shawn Simpson
1117,Nguyen Inc,arnoldmegan@schultz.com,2581,Maintenance,2025-03-11,Completed,Brandon Meyer
1118,Graham-Velasquez,spencerbauer@cruz.info,509,Maintenance,2025-12-11,Completed,Justin Williams
1119,Mclean-Herrera,jesserichards@ferguson-gonzales.com,2844,Maintenance,2025-04-28,Completed,Nathan Young
1120,Young-Barker,margaret48@fritz-summers.info,295,Consulting,2025-11-04,Completed,Richard Thomas
1121,"Ellis, Petersen and Wolf",zacharyramirez@jones.com,2818,Development,2025-12-29,Cancelled,Gregory Daniels
1122,"Young, Moreno and West",brian27@house.com,514,Development,2025-05-13,Completed,Joseph Elliott
1123,"Williams, Dean and Martinez",vwright@turner.com,1403,Consulting,2026-01-31,Pending,Emily Erickson
1124,"Sanchez, Olson and Gonzalez",xyoung@moore.com,2663,Consulting,2025-02-05,Completed,Ashley Johnson
1125,Schmidt PLC,fgriffin@phillips-vaughan.info,1541,Consulting,2025-10-05,Completed,Dawn Spencer
1126,Daniel Ltd,williambrown@hayes.com,3930,Maintenance,2025-10-08,Completed,Donna Knapp
1127,Johnson-Rhodes,wolfemichael@stout.net,4128,Maintenance,2025-10-11,Completed,Sylvia Peterson
1128,Smith PLC,scottwheeler@may-durham.info,2146,Development,2025-08-15,Pending,Zachary Garcia
1129,"Long, Lane and Smith",william70@freeman.info,121,Maintenance,2025-03-29,Completed,Kenneth Thomas
1130,Rodriguez Inc,jessicaclark@smith.org,480,Development,2026-01-22,Completed,Tracey Anderson
1131,Dennis PLC,dianataylor@carpenter-taylor.net,3797,Maintenance,2025-09-12,Completed,Karen Daniels
1132,Keller PLC,marshallsamantha@davis-brock.com,395,Design,2026-01-02,Completed,Patricia Olson
1133,"Stone, Brown and Summers",zachary25@walker.info,3025,Design,2025-12-23,Completed,Theresa Williamson
1134,Bowman Inc,jeremyreynolds@stevens.com,1837,Maintenance,2025-10-14,Completed,Jim Murray
1135,"Hays, Johnson and Ward",oturner@richard.com,696,Consulting,2025-09-27,Pending,Ashley Jones
1136,Williams-French,biancaedwards@brown.com,4809,Consulting,2025-07-07,Completed,Jeffrey Montes
1137,Kerr LLC,julie06@bailey.biz,343,Development,2025-08-02,Pending,Christine Sanchez
1138,Baker Group,lsanders@lucas.info,4922,Development,2025-09-15,Cancelled,Pam Serrano
1139,"Thomas, Frank and Lambert",tim24@lee-edwards.info,4545,Development,2025-05-30,Pending,Michael Clarke
1140,Ellison and Sons,leah41@cline.com,1914,Maintenance,2025-10-26,Completed,Mallory Nielsen
1141,Jones-Tran,christine12@hester.com,2217,Design,2026-02-22,Completed,Michael Thomas
1142,Forbes-Contreras,ingramchristina@stephens.biz,3769,Maintenance,2025-02-20,Completed,Jeremy Anderson
1143,Fuller-Conley,mholloway@taylor.org,825,Consulting,2025-07-09,Completed,Robert Rogers
1144,Moore LLC,hannah39@gomez-kim.com,135,Consulting,2025-05-06,Completed,Margaret Tucker
1145,Garcia Group,williamskim@jackson.org,4074,Consulting,2025-03-11,Pending,Gina Wood
1146,"Walker, Davis and West",thomasamy@lewis.com,3732,Design,2025-09-30,Pending,Robert Vasquez
1147,Morris-Norris,nortonmarcus@jacobs-white.com,4229,Development,2025-12-14,Pending,Beverly Cook
1148,Roman and Sons,oharris@carlson.info,3296,Development,2025-04-04,Completed,Christopher Adams
1149,"Kennedy, Gray and Randall",brittanystafford@lewis.com,4384,Design,2025-09-27,Completed,Timothy Hancock
1150,"Thomas, Davis and Howard",sherri77@weiss.com,2998,Design,2025-09-18,Completed,Katherine Patterson
1151,"Carter, Giles and Mendoza",pamela75@ruiz.net,2677,Maintenance,2025-04-24,Completed,Jamie Smith
1152,Robbins and Sons,sheltonchristina@francis.com,680,Development,2025-05-28,Completed,Kathryn Kirk
1153,Kirby PLC,kevin92@rice.com,2989,Development,2025-03-14,Completed,Bonnie Curtis
1154,Taylor-Conley,kmclean@adams.net,4517,Development,2025-10-09,Completed,Jake Jones
1155,Martinez-Thompson,burgesscollin@ortiz-howard.com,4396,Maintenance,2025-07-02,Pending,Kristopher Gomez
1156,"Hamilton, Owen and Dodson",danielsangela@king.com,4834,Maintenance,2025-09-16,Completed,Jill Turner
1157,Morgan Inc,davisrebecca@green-ponce.info,4321,Development,2025-06-03,Completed,Blake Suarez
1158,Lewis Inc,igarcia@sherman.com,2373,Consulting,2025-05-23,Completed,Kelly Jimenez
1159,"Pena, Adams and Young",brian33@hernandez.com,3611,Consulting,2025-06-08,Pending,Thomas Moore
1160,Atkinson-Saunders,mrivera@marks.com,3335,Development,2025-09-16,Completed,Anthony Potts
1161,Hale Group,dburch@chavez-dixon.net,2585,Maintenance,2025-03-02,Pending,Kathleen Reed
1162,Brown-Roth,leejessica@ross-white.com,2371,Consulting,2025-10-14,Completed,Jessica Harrington
1163,Lawson-Rodriguez,wrosales@simmons-york.com,3510,Development,2025-09-12,Pending,Tonya Wright
1164,Small-Johnson,joelcross@duncan-gonzales.info,1518,Consulting,2025-03-31,Cancelled,Katrina Ferguson
1165,Warren Inc,grantmark@johnson.biz,425,Maintenance,2025-03-14,Completed,Johnny Ritter
1166,"Lawrence, Ward and Stone",gdavis@gould.com,795,Development,2026-01-21,Completed,Briana Smith
1167,"Edwards, Ponce and Davies",terribrooks@hanson.org,4092,Maintenance,2026-01-25,Completed,Tammy Lawrence
1168,Thomas Inc,kwhite@cox.info,2205,Development,2025-12-28,Completed,John Hall
1169,Arnold and Sons,caguilar@price.com,2063,Development,2025-04-02,Completed,Brian Salazar
1170,Barnes Ltd,kimberlygoodwin@haynes-james.com,759,Development,2025-08-01,Completed,Steven Woodward
1171,Doyle-Taylor,proberts@terry.com,4031,Maintenance,2025-11-15,Completed,Monica Sanchez
1172,Nicholson Inc,velezwilliam@long.com,1814,Consulting,2025-06-18,Completed,Julia Graham
1173,"Osborn, Sutton and Fisher",fryenicholas@anderson-erickson.com,4992,Development,2025-09-13,Completed,Gregory Sanchez
1174,Bates PLC,andrea12@white-taylor.com,4406,Development,2025-03-16,Completed,Richard Sherman
1175,"Hughes, Hurley and Willis",morrissandra@hall.com,4708,Design,2026-01-02,Completed,Christopher Johnson
1176,"Williams, Flores and Winters",susanboyle@turner-kemp.com,2729,Maintenance,2025-10-20,Completed,Ashley Blankenship
1177,Todd-Carr,burnsdeborah@choi.com,1367,Maintenance,2025-05-14,Completed,Brittney Todd
1178,"Callahan, Mckenzie and Merritt",leslie63@tucker.com,169,Design,2025-03-09,Completed,George Moran
1179,Randall-Castro,mmyers@christian-knight.org,3391,Consulting,2025-09-26,Completed,Patricia Bell
1180,Montgomery-Bailey,rebeccawilliams@velasquez-garza.com,1896,Development,2025-04-07,Completed,Amber Miller
1181,Smith and Sons,shannon38@sawyer.com,4036,Maintenance,2025-05-18,Pending,Sean Schwartz
1182,"Booth, Larson and Russell",bruce71@wells.com,4424,Maintenance,2025-04-19,Completed,Brian Lee
1183,George LLC,roberto57@ruiz.com,4937,Development,2025-03-15,Completed,Jared Hill
1184,"Anderson, Sullivan and Lee",christopher68@garcia.com,458,Maintenance,2025-12-31,Completed,Anita Collins
1185,Smith-Palmer,anthonydawson@bush.com,1636,Maintenance,2025-08-26,Completed,Molly Graham
1186,Riddle PLC,zacharywalker@ponce.info,2674,Consulting,2025-08-31,Completed,Cheryl Obrien
1187,Beck-Harris,williamsmonique@barnes-cox.com,1715,Maintenance,2025-02-16,Completed,Stephanie Johnson
1188,Cisneros Inc,lewisblake@bruce.com,2294,Consulting,2025-08-28,Completed,Jason Diaz
1189,Mahoney-Hudson,ostone@miller.com,4058,Design,2025-03-05,Completed,Lisa Payne
1190,Mcdonald Ltd,valeriesmith@hicks.org,1854,Consulting,2025-03-25,Completed,Rebecca Williams
1191,"Lee, Nielsen and Hodges",nunderwood@clarke.com,4631,Design,2025-11-23,Pending,David Johnson
1192,Austin-Davenport,jsanchez@hubbard-gay.com,3380,Design,2026-02-23,Completed,Christopher Norris
1193,Brown LLC,jennifer42@king.info,4845,Design,2025-01-24,Completed,Teresa Gibson
1194,Barrett-Cruz,carterzachary@morton-robinson.com,1813,Design,2025-08-25,Completed,Jeanette Price
1195,Stevens-Reid,francocarrie@fitzgerald.net,3329,Maintenance,2025-02-13,Cancelled,Jeremiah Hayes
1196,"Taylor, Davis and Edwards",janice11@proctor.com,3161,Development,2025-01-04,Completed,Gerald Edwards
1197,Gibson-Mcdaniel,amy34@wright-galvan.com,607,Consulting,2025-08-26,Completed,Victoria Robinson
1198,"Garrison, Allison and Michael",barbara96@zimmerman.com,4685,Design,2026-01-09,Completed,Stephen Briggs
1199,Valentine Ltd,janetnewman@foster.com,3735,Design,2025-05-31,Completed,Mark Lane
1200,"Burke, Ortega and Kelley",snyderlauren@strickland-anderson.com,3912,Consulting,2025-10-09,Completed,Kelly Sanchez
1201,Griffith Group,fweaver@smith.info,2311,Maintenance,2026-02-07,Pending,Mike Lewis
1202,Le-Banks,zgarza@williams.org,4256,Consulting,2025-09-09,Completed,Jordan Chambers
1203,Knapp-Garcia,spreston@page-floyd.com,4215,Maintenance,2025-02-22,Completed,Jonathan Allen
1204,Simmons-Williams,emma36@hull-carter.com,3425,Design,2025-09-18,Completed,Kathryn Hughes
1205,Owen-Oconnor,urivera@hooper.com,3939,Consulting,2025-01-17,Completed,Michael Barajas
1206,Watson Ltd,mitchellwallace@whitaker.com,239,Consulting,2025-10-27,Pending,Ronald Lester MD
1207,Andersen Ltd,breannavalenzuela@brock.com,3995,Consulting,2025-07-29,Completed,Lisa Campos
1208,Glover-Clark,xfranklin@mercer-palmer.biz,2338,Development,2025-07-11,Pending,Kimberly Butler
1209,Silva-White,yrodriguez@allen.com,3326,Consulting,2025-02-04,Completed,Sandra Clements
1210,Frey-Graham,copelanddorothy@smith.com,997,Maintenance,2025-10-04,Cancelled,Kathryn Lee
1211,Lopez-Johnson,jacobwood@donovan.com,384,Development,2025-08-17,Completed,Mr. Michael Frost
1212,Stone-Rosario,porterjessica@henry.biz,3105,Development,2025-01-06,Completed,Tracy Frederick
1213,"Hardin, Jones and Rios",christianmartinez@miller-bernard.com,834,Consulting,2025-09-14,Pending,Cody Archer
1214,Hodges-Brewer,sherimorris@jackson.com,1543,Consulting,2025-02-04,Completed,Alan Allison
1215,Coleman and Sons,jeffreyphillips@roberts.com,1448,Consulting,2025-09-06,Completed,Marcia Oliver
1216,"Martin, Robertson and Williams",wortega@lewis-harris.com,2011,Consulting,2025-12-08,Completed,Thomas Trevino
1217,Peterson Inc,reyesmichelle@james.com,2886,Maintenance,2025-11-09,Pending,William Livingston
1218,"Porter, Davidson and Chapman",kingdonald@molina.info,429,Development,2026-01-18,Completed,Amber Herrera
1219,Kim-Franklin,maryramirez@yang.com,4123,Consulting,2025-10-23,Completed,Amy Garcia
1220,"Ball, Espinoza and Morgan",carloshunt@delgado.com,3182,Design,2026-02-18,Completed,Regina Floyd
1221,Rios-Allen,ryan31@white.com,199,Consulting,2026-01-17,Pending,Tracy Kramer
1222,Hernandez-Alvarez,erin82@cunningham-clark.net,4128,Maintenance,2025-12-15,Cancelled,Jessica Grant
1223,Lester and Sons,judymason@ramirez.net,901,Maintenance,2025-04-24,Completed,Ryan Jones
1224,"Mcclure, Williams and Hoover",shawn46@rodriguez.com,1580,Maintenance,2025-03-14,Completed,Christy Silva
1225,Saunders LLC,wanda80@wright.net,3984,Development,2025-03-01,Completed,Rebecca Garner
1226,Crawford-Evans,ysingh@mckinney.com,2664,Consulting,2025-12-04,Cancelled,Jasmine Day
1227,"Ramos, Stanley and Sexton",zwoods@nichols.org,3499,Development,2026-01-12,Completed,Amanda Parker
1228,Perez-Dunlap,hpeck@blair-ortiz.net,1074,Consulting,2026-01-07,Completed,Thomas Santana
1229,Fox-Bowen,hparsons@chapman.com,332,Consulting,2025-04-12,Completed,Jacqueline Gonzalez
1230,"Hartman, Carlson and Mcmahon",aguilarcameron@beltran.com,4619,Design,2025-04-22,Pending,Stephanie Collier
1231,Gutierrez Group,tracysteele@reed.com,3346,Design,2026-01-01,Pending,Amanda Rodriguez
1232,Best-Marshall,gkelley@elliott.info,2040,Consulting,2025-07-16,Completed,Jamie Simmons
1233,Church PLC,joseph81@richards.com,1187,Maintenance,2025-09-26,Completed,William Haynes
1234,Patton-Cross,rebecca52@jarvis.info,807,Maintenance,2025-03-16,Completed,Eric Leonard
1235,Cobb-Hutchinson,uriggs@daniel.com,2163,Consulting,2026-02-08,Completed,Brian Peterson
1236,Sampson-Crane,colemansean@price.net,3322,Development,2025-04-07,Completed,Jeffrey Edwards
1237,"Cooper, Hernandez and Garcia",clementskendra@cox.info,1890,Design,2025-10-15,Completed,Andrea Flynn
1238,Holmes-Johnson,fullerbrenda@franklin.info,2169,Consulting,2025-11-28,Completed,Antonio Petersen
1239,"Garcia, Collins and Peters",rogerskelly@flynn.net,3270,Consulting,2025-03-25,Pending,Mason Solomon
1240,Marshall and Sons,samantha48@chapman.com,239,Development,2025-08-27,Completed,Kristen Hickman
1241,Dyer-Hammond,martinronald@herrera.info,2190,Design,2025-08-23,Completed,Alex Gonzales
